pair_id,title_clean,category_tag,sport,similarity_score,poly_market_id,poly_slug,poly_url,kalshi_market_id,kalshi_url,poly_event_url,poly_outcomes_json,poly_token_ids_json,poly_primary_outcome,expiry_poly_utc,expiry_kalshi_utc,resolution_time_utc,kalshi_t2_ticker,kalshi_tie_ticker
95,chazal hurrion,sports_fees_v2,Tennis,1.0,2019087,atp-chazal-hurrion-2026-04-21,https://polymarket.com/event/atp-chazal-hurrion-2026-04-21,KXATPCHALLENGERMATCH-26APR20CHAHUR-HUR,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR20CHAHUR-HUR,https://polymarket.com/event/atp-chazal-hurrion-2026-04-21,"[""Millen Hurrion"", ""Maxime Chazal""]","[""59369866406088027862090422984710289846527848150254904244584205660050614627077"", ""14685577990738119402033333970418211392737012827765783735841345699679198897605""]",Millen Hurrion,2026-04-28,2026-05-04T19:20:00Z,2026-04-28,,
96,dougaz jubb,sports_fees_v2,Tennis,1.0,2019098,atp-dougaz-jubb-2026-04-21,https://polymarket.com/event/atp-dougaz-jubb-2026-04-21,KXATPCHALLENGERMATCH-26APR20DOUJUB-DOU,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR20DOUJUB-DOU,https://polymarket.com/event/atp-dougaz-jubb-2026-04-21,"[""Aziz Dougaz"", ""Paul Jubb""]","[""78126294657830465292705551484003911761609647124966498551768598664242427566240"", ""100244156588621719717625544879240232115218037062024940446452806918891585635672""]",Aziz Dougaz,2026-04-28,2026-05-04T18:10:00Z,2026-04-28,,
97,dougaz jubb,sports_fees_v2,Tennis,1.0,2019098,atp-dougaz-jubb-2026-04-21,https://polymarket.com/event/atp-dougaz-jubb-2026-04-21,KXATPCHALLENGERMATCH-26APR20DOUJUB-JUB,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR20DOUJUB-JUB,https://polymarket.com/event/atp-dougaz-jubb-2026-04-21,"[""Paul Jubb"", ""Aziz Dougaz""]","[""100244156588621719717625544879240232115218037062024940446452806918891585635672"", ""78126294657830465292705551484003911761609647124966498551768598664242427566240""]",Paul Jubb,2026-04-28,2026-05-04T18:10:00Z,2026-04-28,,
98,lakers rockets,sports_fees_v2,Basketball,1.0,2020354,nba-hou-lal-2026-04-21-1h-moneyline,https://polymarket.com/event/nba-hou-lal-2026-04-21-1h-moneyline,KXNBA1HWINNER-26APR21HOULAL-LAL,https://kalshi.com/markets/KXNBA1HWINNER-26APR21HOULAL-LAL,https://polymarket.com/event/nba-hou-lal-2026-04-21-1h-moneyline,"[""Lakers"", ""Rockets""]","[""96690013486257527330170930367165116439073772619930581959701434052752412627450"", ""46859283568187227567252143303387749799267067977857103358816271155208647004897""]",Lakers,2026-04-22,2026-05-06T02:30:00Z,2026-04-22,,
99,rockets lakers,sports_fees_v2,Basketball,1.0,2020354,nba-hou-lal-2026-04-21-1h-moneyline,https://polymarket.com/event/nba-hou-lal-2026-04-21-1h-moneyline,KXNBA1HWINNER-26APR21HOULAL-HOU,https://kalshi.com/markets/KXNBA1HWINNER-26APR21HOULAL-HOU,https://polymarket.com/event/nba-hou-lal-2026-04-21-1h-moneyline,"[""Rockets"", ""Lakers""]","[""46859283568187227567252143303387749799267067977857103358816271155208647004897"", ""96690013486257527330170930367165116439073772619930581959701434052752412627450""]",Rockets,2026-04-22,2026-05-06T02:30:00Z,2026-04-22,,
100,draxl dias,sports_fees_v2,Tennis,1.0,2021853,atp-draxl-dias-2026-04-20,https://polymarket.com/event/atp-draxl-dias-2026-04-20,KXATPCHALLENGERMATCH-26APR20DRABOS-DRA,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR20DRABOS-DRA,https://polymarket.com/event/atp-draxl-dias-2026-04-20,"[""Liam Draxl"", ""Pedro Boscardin Dias""]","[""39470119240096132839182743672336486636389424334236746570092239485805195618861"", ""6972599130177415658185332247555839695624959898515881405829536425050385192527""]",Liam Draxl,2026-04-27,2026-05-04T18:10:00Z,2026-04-27,,
101,nishikori smith,sports_fees_v2,Tennis,1.0,2021860,atp-nishiko-smith-2026-04-20,https://polymarket.com/event/atp-nishiko-smith-2026-04-20,KXATPCHALLENGERMATCH-26APR20NISSMI-SMI,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR20NISSMI-SMI,https://polymarket.com/event/atp-nishiko-smith-2026-04-20,"[""Colton Smith"", ""Kei Nishikori""]","[""59799379480586950210221994894780583819332729113598940648339835778243103303307"", ""48174699635869162778535802062392172201868462912708229203464512757219219770492""]",Colton Smith,2026-04-27,2026-05-04T21:30:00Z,2026-04-27,,
102,nishikori smith,sports_fees_v2,Tennis,1.0,2021860,atp-nishiko-smith-2026-04-20,https://polymarket.com/event/atp-nishiko-smith-2026-04-20,KXATPCHALLENGERMATCH-26APR20NISSMI-NIS,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR20NISSMI-NIS,https://polymarket.com/event/atp-nishiko-smith-2026-04-20,"[""Kei Nishikori"", ""Colton Smith""]","[""48174699635869162778535802062392172201868462912708229203464512757219219770492"", ""59799379480586950210221994894780583819332729113598940648339835778243103303307""]",Kei Nishikori,2026-04-27,2026-05-04T21:30:00Z,2026-04-27,,
103,barton galan,sports_fees_v2,Tennis,1.0,2021863,atp-barton-galan-2026-04-20,https://polymarket.com/event/atp-barton-galan-2026-04-20,KXATPCHALLENGERMATCH-26APR20BARGAL-GAL,https://kalshi.com/markets/KXATPCHALLENGERMATCH-26APR20BARGAL-GAL,https://polymarket.com/event/atp-barton-galan-2026-04-20,"[""Daniel Galan"", ""Hynek Barton""]","[""3729009912855040329555839074763150046901296688096920892345806731374085703894"", ""77674168464616873759459592774469015576167048930945003417915378425947145070039""]",Daniel Galan,2026-04-27,2026-05-04T17:00:00Z,2026-04-27,,
104,stearns boisson,sports_fees_v2,Tennis,1.0,2026531,wta-stearns-boisson-2026-04-21,https://polymarket.com/event/wta-stearns-boisson-2026-04-21,KXWTAMATCH-26APR21STEBOI-BOI,https://kalshi.com/markets/KXWTAMATCH-26APR21STEBOI-BOI,https://polymarket.com/event/wta-stearns-boisson-2026-04-21,"[""Lois Boisson"", ""Peyton Stearns""]","[""98139341224603598022021197242050750375623882718314353625065447158389451550458"", ""11692310053923069798651854627955291354611434076889968465771681559354900240896""]",Lois Boisson,2026-04-28,2026-05-05T08:00:00Z,2026-04-28,,
105,zakharova osorio,sports_fees_v2,Tennis,1.0,2026532,wta-zakharo-osorio-2026-04-21,https://polymarket.com/event/wta-zakharo-osorio-2026-04-21,KXWTAMATCH-26APR21ZAKOSO-ZAK,https://kalshi.com/markets/KXWTAMATCH-26APR21ZAKOSO-ZAK,https://polymarket.com/event/wta-zakharo-osorio-2026-04-21,"[""Anastasia Zakharova"", ""Camila Osorio""]","[""41055175800301471823569273384793676736049814493509167731760953685532887066770"", ""53442413791892143496890486188421117297162780625890888599646366394528134344397""]",Anastasia Zakharova,2026-04-28,2026-05-05T08:00:00Z,2026-04-28,,
106,zakharova osorio,sports_fees_v2,Tennis,1.0,2026532,wta-zakharo-osorio-2026-04-21,https://polymarket.com/event/wta-zakharo-osorio-2026-04-21,KXWTAMATCH-26APR21ZAKOSO-OSO,https://kalshi.com/markets/KXWTAMATCH-26APR21ZAKOSO-OSO,https://polymarket.com/event/wta-zakharo-osorio-2026-04-21,"[""Camila Osorio"", ""Anastasia Zakharova""]","[""53442413791892143496890486188421117297162780625890888599646366394528134344397"", ""41055175800301471823569273384793676736049814493509167731760953685532887066770""]",Camila Osorio,2026-04-28,2026-05-05T08:00:00Z,2026-04-28,,
107,marcinko kasintseva,sports_fees_v2,Tennis,1.0,2026534,wta-marcink-kasints-2026-04-21,https://polymarket.com/event/wta-marcink-kasints-2026-04-21,KXWTAMATCH-26APR21MARJIM-JIM,https://kalshi.com/markets/KXWTAMATCH-26APR21MARJIM-JIM,https://polymarket.com/event/wta-marcink-kasints-2026-04-21,"[""Petra Marcinko"", ""Victoria Jimenez Kasintseva""]","[""66769737072692132258196242205688347829685416168764403753258630819008402422501"", ""36175606245212111652872579740067724654900472542644529901586726488956124946632""]",Petra Marcinko,2026-04-28,2026-05-05T08:00:00Z,2026-04-28,,
108,quevedo williams,sports_fees_v2,Tennis,1.0,2026536,wta-quevedo-william-2026-04-21,https://polymarket.com/event/wta-quevedo-william-2026-04-21,KXWTAMATCH-26APR21QUEWIL-QUE,https://kalshi.com/markets/KXWTAMATCH-26APR21QUEWIL-QUE,https://polymarket.com/event/wta-quevedo-william-2026-04-21,"[""Kaitlin Quevedo"", ""Venus Williams""]","[""13288432242727479634666844208011028495630727365864365420769884733354854053946"", ""37872776026039787325621902518872375136926915596192347341986294256209504042631""]",Kaitlin Quevedo,2026-04-28,2026-05-05T08:00:00Z,2026-04-28,,
109,quevedo williams,sports_fees_v2,Tennis,1.0,2026536,wta-quevedo-william-2026-04-21,https://polymarket.com/event/wta-quevedo-william-2026-04-21,KXWTAMATCH-26APR21QUEWIL-WIL,https://kalshi.com/markets/KXWTAMATCH-26APR21QUEWIL-WIL,https://polymarket.com/event/wta-quevedo-william-2026-04-21,"[""Venus Williams"", ""Kaitlin Quevedo""]","[""37872776026039787325621902518872375136926915596192347341986294256209504042631"", ""13288432242727479634666844208011028495630727365864365420769884733354854053946""]",Venus Williams,2026-04-28,2026-05-05T08:00:00Z,2026-04-28,,
110,siegemund begu,sports_fees_v2,Tennis,1.0,2026537,wta-siegemu-begu-2026-04-21,https://polymarket.com/event/wta-siegemu-begu-2026-04-21,KXWTAMATCH-26APR21SIEBEG-BEG,https://kalshi.com/markets/KXWTAMATCH-26APR21SIEBEG-BEG,https://polymarket.com/event/wta-siegemu-begu-2026-04-21,"[""Irina-Camelia Begu"", ""Laura Siegemund""]","[""79309658894525678436671146104226669855138391026013951939760294718952321830453"", ""114144881774611448783862432903155390531292744865501584395854440417322293993090""]",Irina-Camelia Begu,2026-04-28,2026-05-05T08:00:00Z,2026-04-28,,
111,siegemund begu,sports_fees_v2,Tennis,1.0,2026537,wta-siegemu-begu-2026-04-21,https://polymarket.com/event/wta-siegemu-begu-2026-04-21,KXWTAMATCH-26APR21SIEBEG-SIE,https://kalshi.com/markets/KXWTAMATCH-26APR21SIEBEG-SIE,https://polymarket.com/event/wta-siegemu-begu-2026-04-21,"[""Laura Siegemund"", ""Irina-Camelia Begu""]","[""114144881774611448783862432903155390531292744865501584395854440417322293993090"", ""79309658894525678436671146104226669855138391026013951939760294718952321830453""]",Laura Siegemund,2026-04-28,2026-05-05T08:00:00Z,2026-04-28,,
112,badosa grabher,sports_fees_v2,Tennis,1.0,2026538,wta-badosa-grabher-2026-04-21,https://polymarket.com/event/wta-badosa-grabher-2026-04-21,KXWTAMATCH-26APR21BADGRA-GRA,https://kalshi.com/markets/KXWTAMATCH-26APR21BADGRA-GRA,https://polymarket.com/event/wta-badosa-grabher-2026-04-21,"[""Julia Grabher"", ""Paula Badosa""]","[""71179982728889037109874916123280820526124794410018682270563981164756232672322"", ""30464279321006492911152370648253985307654849854164036386301394071910599180139""]",Julia Grabher,2026-04-28,2026-05-05T08:00:00Z,2026-04-28,,
113,badosa grabher,sports_fees_v2,Tennis,1.0,2026538,wta-badosa-grabher-2026-04-21,https://polymarket.com/event/wta-badosa-grabher-2026-04-21,KXWTAMATCH-26APR21BADGRA-BAD,https://kalshi.com/markets/KXWTAMATCH-26APR21BADGRA-BAD,https://polymarket.com/event/wta-badosa-grabher-2026-04-21,"[""Paula Badosa"", ""Julia Grabher""]","[""30464279321006492911152370648253985307654849854164036386301394071910599180139"", ""71179982728889037109874916123280820526124794410018682270563981164756232672322""]",Paula Badosa,2026-04-28,2026-05-05T08:00:00Z,2026-04-28,,
114,montgomery linette,sports_fees_v2,Tennis,1.0,2026539,wta-montgom-linette-2026-04-21,https://polymarket.com/event/wta-montgom-linette-2026-04-21,KXWTAMATCH-26APR21MONLIN-LIN,https://kalshi.com/markets/KXWTAMATCH-26APR21MONLIN-LIN,https://polymarket.com/event/wta-montgom-linette-2026-04-21,"[""Magda Linette"", ""Robin Montgomery""]","[""29393524045907222450812646805730854531979532414154861117863480537120613110101"", ""77396139389978227534289408889324361690058974109219158335150332354802474230592""]",Magda Linette,2026-04-28,2026-05-05T08:00:00Z,2026-04-28,,
115,maria samson,sports_fees_v2,Tennis,1.0,2026540,wta-maria-samson-2026-04-21,https://polymarket.com/event/wta-maria-samson-2026-04-21,KXWTAMATCH-26APR21MARSAM-SAM,https://kalshi.com/markets/KXWTAMATCH-26APR21MARSAM-SAM,https://polymarket.com/event/wta-maria-samson-2026-04-21,"[""Laura Samson"", ""Tatjana Maria""]","[""101920258681559830882489424812739845289112836224242932958479616171341667289630"", ""98165564204004560619855451845582642217787602047044552307805901715454341317732""]",Laura Samson,2026-04-28,2026-05-05T08:00:00Z,2026-04-28,,
116,maria samson,sports_fees_v2,Tennis,1.0,2026540,wta-maria-samson-2026-04-21,https://polymarket.com/event/wta-maria-samson-2026-04-21,KXWTAMATCH-26APR21MARSAM-MAR,https://kalshi.com/markets/KXWTAMATCH-26APR21MARSAM-MAR,https://polymarket.com/event/wta-maria-samson-2026-04-21,"[""Tatjana Maria"", ""Laura Samson""]","[""98165564204004560619855451845582642217787602047044552307805901715454341317732"", ""101920258681559830882489424812739845289112836224242932958479616171341667289630""]",Tatjana Maria,2026-04-28,2026-05-05T08:00:00Z,2026-04-28,,
117,bondar golubic,sports_fees_v2,Tennis,1.0,2026541,wta-bondar-golubic-2026-04-21,https://polymarket.com/event/wta-bondar-golubic-2026-04-21,KXWTAMATCH-26APR21BONGOL-BON,https://kalshi.com/markets/KXWTAMATCH-26APR21BONGOL-BON,https://polymarket.com/event/wta-bondar-golubic-2026-04-21,"[""Anna Bondar"", ""Viktorija Golubic""]","[""64546913133065619766044227027275810673941657622211595673158337333318828548396"", ""61246209633801738632233792667642861951091171572980866104729882234585942690743""]",Anna Bondar,2026-04-28,2026-05-05T08:00:00Z,2026-04-28,,
118,bondar golubic,sports_fees_v2,Tennis,1.0,2026541,wta-bondar-golubic-2026-04-21,https://polymarket.com/event/wta-bondar-golubic-2026-04-21,KXWTAMATCH-26APR21BONGOL-GOL,https://kalshi.com/markets/KXWTAMATCH-26APR21BONGOL-GOL,https://polymarket.com/event/wta-bondar-golubic-2026-04-21,"[""Viktorija Golubic"", ""Anna Bondar""]","[""61246209633801738632233792667642861951091171572980866104729882234585942690743"", ""64546913133065619766044227027275810673941657622211595673158337333318828548396""]",Viktorija Golubic,2026-04-28,2026-05-05T08:00:00Z,2026-04-28,,
119,townsend boulter,sports_fees_v2,Tennis,1.0,2026542,wta-townsen-boulter-2026-04-21,https://polymarket.com/event/wta-townsen-boulter-2026-04-21,KXWTAMATCH-26APR21TOWBOU-BOU,https://kalshi.com/markets/KXWTAMATCH-26APR21TOWBOU-BOU,https://polymarket.com/event/wta-townsen-boulter-2026-04-21,"[""Katie Boulter"", ""Taylor Townsend""]","[""88786903076212555103025067637668839067810679937833626862001960741168231224328"", ""14319894101634215889715836221998435408658058647444283668137783347382652272992""]",Katie Boulter,2026-04-28,2026-05-05T08:00:00Z,2026-04-28,,
